applicant_id,name,mobile,state,district,occupation,years_in_occupation,applicant_type,monthly_income_estimate,income_seasonality,upi_transactions_per_month,upi_avg_ticket_size,upi_merchant_diversity,upi_consistency_score,upi_inflow_outflow_ratio,utility_electric_on_time_pct,utility_water_streak_months,utility_mobile_recharge_amt,bank_avg_monthly_balance,bank_income_credit_regularity,bank_zero_balance_months_past_12,mgnrega_days_worked,mgnrega_wage_regularity,mobile_sim_age_months,mobile_sim_changes_2yr,mobile_data_usage_trend,trade_regular_suppliers,trade_regular_customers,trade_monthly_purchase_value,trade_tenure_years,asset_ownership_status,asset_years_at_address,asset_vehicle,social_shg_member,social_shg_tenure_years,social_mfi_repaid_count,repayment_probability
2af57c32,Keya Shetty,2364478665,Maharashtra,Pondicherry,Domestic Worker,5,Individual,46965.49,Seasonal,32,2021.46,9,0.88,1.01,90.69,9,499,9783.55,0.8,0,0,0.36,48,1,0.2,0,86,20521.02,5,Family,5,Two-Wheeler,0,0,0,1
15a59133,Arunima Bhalla,4799094323,Uttar Pradesh,Mango,Farmer,3,Individual,41399.88,Stable,48,551.28,14,0.87,1.5,87.05,8,699,11059.44,0.79,2,50,0.37,55,1,0.29,5,52,27798.36,3,Family,4,None,0,0,0,1
12ab0f85,Jagat Tiwari,04932995369,Uttar Pradesh,Erode,Daily Wage Worker,1,Partnership,47092.97,Seasonal,38,1913.55,11,0.85,0.85,100.0,10,499,11139.26,0.76,0,100,0.87,51,0,0.1,0,9,24068.64,1,Rented,1,None,1,2,0,1
78c84173,Hemangini Om,+910376343699,Uttar Pradesh,Srikakulam,Domestic Worker,6,Individual,19343.76,Stable,50,959.46,15,0.71,1.31,88.47,8,199,1346.71,0.77,0,50,0.35,18,0,0.24,11,69,9878.89,6,Family,6,None,1,1,0,1
2093e2bb,Faraj Mannan,05950062224,Rajasthan,Vijayawada,Transport Worker,5,Proprietorship,36529.52,Stable,13,2776.51,3,0.88,0.91,100.0,10,499,1703.4,0.93,1,0,0.5,50,0,0.27,11,93,17375.47,5,Own House,7,None,0,0,0,1
bf739c19,Advay Gara,5684583954,Maharashtra,Darbhanga,Daily Wage Worker,3,Individual,24032.07,Stable,12,453.48,3,0.35,1.34,82.33,8,299,400.17,0.26,5,30,0.52,15,3,0.04,6,33,19046.64,3,Own House,6,Two-Wheeler,0,0,0,0
b804e827,Aishani Taneja,06333416787,Tamil Nadu,Nizamabad,Domestic Worker,4,Partnership,29429.79,Seasonal,68,2836.82,20,0.72,1.15,86.59,8,299,9183.6,0.63,0,50,0.9,33,0,0.25,4,44,13127.41,4,Family,5,None,0,0,1,1
0efab475,Vrinda Magar,+918939108871,Uttar Pradesh,Darbhanga,Daily Wage Worker,4,Proprietorship,40263.01,Stable,43,700.22,12,0.85,1.24,77.55,7,699,8839.91,0.87,1,100,0.65,22,1,0.31,5,39,17251.58,4,Family,5,Two-Wheeler,1,2,1,1
41d8d475,Vanya Dube,+915713848102,Tamil Nadu,Sagar,Construction Worker,4,Individual,5363.16,Stable,0,750.22,1,0.33,1.28,78.56,7,299,1343.83,0.31,5,100,0.49,15,1,0.7,8,79,3790.71,4,Own House,2,None,1,2,0,0
160f94ce,Anya Walia,2267302071,Rajasthan,Erode,Farmer,3,Individual,26810.9,Stable,55,628.23,16,0.68,1.36,60.93,6,499,5681.62,0.77,0,100,0.39,7,0,0.07,3,33,18013.68,3,Family,1,None,1,4,1,1
83f10646,Wazir Kumer,1483614410,Tamil Nadu,Dhule,Street Vendor,4,Proprietorship,45323.53,Stable,36,1038.82,10,0.71,1.37,88.08,8,699,11684.17,0.74,2,0,0.69,33,0,0.67,0,30,25195.52,4,Own House,2,Two-Wheeler,1,2,0,1
b9377b35,Bhavika Banerjee,+910493879180,Uttar Pradesh,Kumbakonam,Tailor,1,Individual,40185.27,Stable,63,1456.21,18,0.56,1.15,100.0,10,699,12178.78,0.6,0,50,0.38,26,0,-0.19,0,15,19990.38,1,Family,1,Two-Wheeler,0,0,0,1
9fe056f9,Januja Agate,+916607138789,Rajasthan,Hazaribagh,Tailor,4,Individual,23096.0,Irregular,62,2337.13,18,0.66,1.34,84.55,8,499,12011.36,0.63,1,30,0.48,38,0,0.69,10,48,9599.42,4,Own House,4,Goods Vehicle,1,3,0,1
277cc4f0,Advaith Magar,8168738049,Maharashtra,Madurai,Domestic Worker,5,Individual,28302.61,Stable,43,986.4,12,0.59,0.86,93.9,9,299,8323.19,0.63,0,0,0.89,38,1,0.62,7,34,21050.53,5,Own House,9,Goods Vehicle,1,2,1,1
9759fcd2,Aarush Mukherjee,6837971724,Rajasthan,Guwahati,Artisan,7,Proprietorship,22205.87,Seasonal,31,824.64,9,0.75,1.35,98.5,9,299,14478.26,0.78,1,0,0.33,41,1,0.55,17,65,14571.02,7,Own House,12,Two-Wheeler,1,3,0,1
2a5170c0,Chanchal Khalsa,+913624670058,Tamil Nadu,Dindigul,Small Trader,7,Individual,44770.36,Irregular,51,2592.53,15,0.91,1.32,100.0,10,499,9660.56,0.81,2,0,0.8,41,0,0.31,0,65,28956.16,7,Own House,6,None,0,0,0,1
83593bfd,Vrishti Mane,0906000251,Maharashtra,Siwan,Transport Worker,5,Partnership,22393.11,Stable,56,2657.49,16,0.78,1.48,92.12,9,699,11323.97,0.86,1,100,0.34,39,0,0.14,1,98,16275.08,5,Rented,6,None,0,0,0,1
ca982c50,Vyanjana Vohra,03606088350,Uttar Pradesh,Ajmer,Domestic Worker,4,Individual,27177.95,Seasonal,69,2127.87,20,0.75,1.27,74.82,7,299,12780.27,0.71,2,50,0.71,35,0,-0.03,7,79,11661.2,4,Rented,6,Two-Wheeler,0,0,1,1
5c08020b,Aarna Mishra,5606313698,Maharashtra,Salem,Street Vendor,6,Proprietorship,42744.24,Seasonal,58,2683.28,17,0.6,1.08,100.0,10,299,8324.21,0.57,2,30,0.42,31,2,0.6,14,67,21945.71,6,Own House,12,Two-Wheeler,1,2,1,1
5f04541b,Yachana Kunda,09687712400,Uttar Pradesh,Tezpur,Domestic Worker,4,Partnership,38931.39,Irregular,50,1068.52,15,0.81,1.1,100.0,10,199,12083.8,0.89,0,0,0.7,47,0,0.26,4,59,24066.33,4,Rented,4,Two-Wheeler,0,0,3,1
83bbe524,Krish Kar,8486351900,West Bengal,Nellore,Construction Worker,1,Proprietorship,23659.25,Stable,15,489.77,4,0.27,0.94,47.53,4,299,2232.91,0.24,6,0,0.66,2,1,0.49,0,12,9883.84,1,Rented,2,None,0,0,0,0
c21e8bac,Vinaya Sule,3271730290,Rajasthan,Ghaziabad,Transport Worker,1,Proprietorship,14235.56,Stable,4,330.77,1,0.34,1.47,54.32,5,299,668.24,0.33,4,30,0.51,21,2,-0.06,2,6,7901.91,1,Own House,8,None,0,0,0,0
e8b40eba,Aarav Bhatt,0889945805,West Bengal,Yamunanagar,Domestic Worker,9,Partnership,45516.96,Stable,62,1942.45,18,0.97,1.01,84.36,8,699,8563.9,0.98,1,30,0.56,33,0,0.4,2,171,31955.34,9,Rented,14,None,1,3,0,1
1aae9f35,Balvan Nayar,9355120319,Uttar Pradesh,Jalandhar,Small Trader,4,Partnership,45756.13,Stable,52,1057.72,15,0.61,1.16,100.0,10,499,3663.19,0.67,1,30,0.38,57,1,0.44,2,25,21356.19,4,Rented,1,Two-Wheeler,0,0,0,1
9692cc3c,Hemani Wadhwa,09153853290,Tamil Nadu,Deoghar,Food Stall Owner,7,Partnership,46222.06,Stable,45,2979.58,13,1.0,1.11,97.42,9,299,6975.07,1.0,0,50,0.81,46,0,0.48,18,56,34636.24,7,Rented,10,Two-Wheeler,1,1,2,1
5b296008,Meghana Agrawal,06857430197,Tamil Nadu,Chapra,Farmer,3,Partnership,36532.99,Stable,55,1607.95,16,0.94,1.45,93.49,9,199,2117.99,0.9,0,0,0.41,59,0,0.79,6,42,15300.59,3,Own House,5,Two-Wheeler,0,0,2,1
1dad0d82,Gaurav Savant,03764183281,West Bengal,Mau,Street Vendor,5,Partnership,44470.55,Stable,67,2182.12,20,0.79,0.92,89.41,8,499,9867.76,0.79,2,0,0.63,51,0,0.64,1,85,33139.61,5,Own House,10,Two-Wheeler,0,0,0,1
55cb5c09,Janani Golla,+918710829187,Rajasthan,Akola,Small Trader,7,Partnership,32719.31,Stable,54,2085.26,16,0.78,1.48,88.16,8,199,6065.94,0.78,0,30,0.42,30,0,0.41,5,56,19848.49,7,Family,8,Two-Wheeler,1,2,0,1
3aa69d1b,Hredhaan Bhagat,+912592399316,Uttar Pradesh,Shimla,Construction Worker,4,Partnership,47363.19,Stable,65,2998.74,19,0.62,1.3,95.11,9,699,10750.13,0.59,0,50,0.31,33,0,0.4,6,28,21804.42,4,Own House,3,Two-Wheeler,0,0,0,1
8ce2b7c5,Indira Gokhale,+914886023043,Tamil Nadu,Nagaon,Artisan,7,Proprietorship,44911.67,Stable,36,2234.69,10,0.97,1.06,79.48,7,499,10880.63,0.94,0,100,0.51,43,0,0.64,2,105,22432.94,7,Own House,13,Goods Vehicle,0,0,0,1
ea36e058,Ayush Loyal,+913971841216,Rajasthan,Nagpur,Daily Wage Worker,4,Individual,47582.52,Irregular,48,2935.62,14,0.85,0.96,100.0,10,199,10881.64,0.91,1,0,0.39,32,1,0.31,2,54,35461.13,4,Own House,5,Two-Wheeler,1,3,1,1
7edd249c,Ijaya Parsa,+915054506922,Uttar Pradesh,Khandwa,Food Stall Owner,4,Proprietorship,17948.94,Stable,28,2858.94,8,0.91,1.25,86.07,8,199,11965.02,0.82,1,30,0.88,38,1,0.02,1,31,13070.79,4,Rented,10,Two-Wheeler,1,4,0,1
6253fb92,Dakshesh Dubey,+915558844355,Maharashtra,Arrah,Farmer,5,Proprietorship,17416.29,Stable,26,2089.11,7,0.63,0.97,80.3,8,299,9350.54,0.65,0,50,0.66,50,0,0.5,5,86,8388.3,5,Family,5,None,1,4,0,1
da64096f,Udarsh Dave,08036412458,Tamil Nadu,Kurnool,Street Vendor,8,Proprietorship,44278.58,Seasonal,46,2260.84,13,0.82,0.87,92.41,9,499,5287.75,0.78,1,30,0.59,51,0,-0.14,4,124,30318.04,8,Own House,10,Two-Wheeler,0,0,0,1
ce5da6a7,Mitesh Soni,+917792294057,Maharashtra,Kirari Suleman Nagar,Construction Worker,6,Proprietorship,24644.48,Stable,41,2502.02,12,0.83,1.16,97.5,9,299,12242.79,0.86,0,30,0.62,28,0,0.39,3,55,11453.73,6,Family,5,None,1,2,1,1
83252def,Aryan Kalla,09844031119,Rajasthan,Ahmedabad,Artisan,3,Partnership,17486.22,Seasonal,35,1672.77,10,0.69,1.01,85.09,8,299,3344.88,0.6,0,0,0.45,30,0,0.16,6,17,8466.88,3,Own House,8,None,1,2,0,1
d7c5d276,Naksh Shetty,+916131803255,Uttar Pradesh,Tirunelveli,Artisan,3,Partnership,49929.21,Seasonal,40,2950.65,12,0.96,0.89,100.0,10,199,1441.18,0.94,1,0,0.38,25,0,0.32,0,18,33399.61,3,Own House,7,None,1,1,1,1
0ba905ea,Charvi Puri,7496663324,Rajasthan,Bhilwara,Transport Worker,1,Proprietorship,41041.49,Stable,34,702.18,10,0.71,0.93,100.0,10,199,1814.71,0.67,0,100,0.74,45,0,0.35,1,11,20483.5,1,Family,2,None,0,0,0,1
19861e1e,Avni Mani,07914162406,Maharashtra,Bikaner,Construction Worker,3,Individual,18067.5,Irregular,25,2842.39,7,0.52,1.15,95.08,9,299,6557.74,0.54,3,50,0.43,46,0,0.73,1,51,9977.76,3,Own House,6,Two-Wheeler,1,3,0,1
d6c29a46,Warjas Solanki,6936624734,Maharashtra,Proddatur,Tailor,3,Individual,40860.33,Stable,46,1830.73,13,0.77,0.96,72.56,7,499,14136.42,0.78,1,0,0.65,25,0,0.16,7,51,24146.01,3,Family,10,None,1,1,0,1
b7cf6d04,Yashica Ahluwalia,+913906200633,West Bengal,Ozhukarai,Daily Wage Worker,2,Proprietorship,14503.95,Stable,13,844.25,3,0.44,1.18,55.85,5,299,1147.09,0.48,7,0,0.73,11,2,0.53,3,31,8253.83,2,Family,1,None,1,3,0,0
fa723450,Pratyush Kari,1714959107,Tamil Nadu,Dharmavaram,Food Stall Owner,5,Partnership,20787.96,Stable,16,2944.28,4,0.81,1.2,98.65,9,499,11148.74,0.73,2,0,0.47,20,0,0.17,1,28,10422.73,5,Own House,3,None,1,3,0,1
5b8573e6,Vedika Raman,08059504702,Tamil Nadu,Jodhpur,Artisan,8,Individual,41928.85,Irregular,63,891.77,18,0.89,1.04,100.0,10,699,1806.01,0.91,0,50,0.37,28,0,0.77,13,61,18972.23,8,Rented,15,Two-Wheeler,1,4,2,1
32197071,Jack Kumer,08793501614,West Bengal,Jamnagar,Tailor,1,Partnership,21334.91,Seasonal,3,320.78,1,0.57,1.29,44.42,4,299,2841.85,0.66,5,0,0.63,7,0,0.53,0,5,12443.09,1,Rented,4,None,0,0,0,0
48772d91,Samaksh Balan,07060149646,West Bengal,Kamarhati,Tailor,2,Proprietorship,8072.37,Stable,11,262.02,3,0.67,0.86,42.79,4,699,881.77,0.62,6,0,0.66,3,1,0.12,0,32,3922.38,2,Own House,4,Two-Wheeler,0,0,0,0
a1d8abcd,Rachit Pal,05347937631,West Bengal,Solapur,Transport Worker,7,Partnership,48467.78,Seasonal,51,2522.21,15,0.82,1.07,88.02,8,299,14024.46,0.85,0,0,0.34,27,0,0.32,3,112,29317.61,7,Rented,12,None,1,2,1,1
2641a3e0,Aadhya Magar,7680732102,Maharashtra,Hosur,Small Trader,4,Individual,7081.52,Seasonal,3,810.4,1,0.1,1.2,57.16,5,199,1967.33,0.16,2,0,0.62,15,1,0.55,5,64,3412.73,4,Family,4,Two-Wheeler,0,0,0,0
a1a301b0,Sneha Wason,6864818110,Uttar Pradesh,Bahraich,Tailor,1,Proprietorship,16541.55,Irregular,19,885.65,5,0.33,1.26,74.02,7,499,626.67,0.43,4,30,0.5,20,2,0.48,0,18,8088.96,1,Own House,2,None,0,0,0,0
d21d9472,Udant Basak,2549304738,West Bengal,Eluru,Domestic Worker,5,Individual,26852.51,Stable,29,816.2,8,0.76,0.93,89.58,8,199,12774.63,0.7,0,0,0.8,32,0,0.2,10,90,13064.3,5,Family,8,Two-Wheeler,1,3,1,1
c814222a,Aishani Dhillon,02522497975,Maharashtra,Durg,Street Vendor,2,Proprietorship,15295.8,Stable,79,2134.44,23,1.0,0.87,100.0,10,299,1626.76,1.0,0,30,0.87,28,1,0.28,3,34,7802.3,2,Rented,4,Two-Wheeler,1,3,0,1
f3967573,Tanveer Balakrishnan,+912623334310,Tamil Nadu,Navi Mumbai,Small Trader,5,Proprietorship,43603.83,Seasonal,49,1781.82,14,0.84,0.84,74.76,7,699,10389.46,0.74,0,0,0.43,48,0,0.07,3,29,25446.16,5,Family,9,Two-Wheeler,0,0,1,1
45c9dc1b,Mahika Pradhan,06039641816,West Bengal,Jamshedpur,Domestic Worker,8,Individual,27940.82,Seasonal,15,854.61,4,0.78,1.48,87.41,8,499,10562.97,0.74,0,30,0.35,37,1,-0.01,10,110,20298.76,8,Own House,5,Two-Wheeler,1,1,1,1
5265f30a,Umang Badal,01281500761,West Bengal,Kurnool,Tailor,9,Partnership,24733.48,Stable,74,1042.39,22,0.87,1.02,72.45,7,499,1408.17,0.92,1,0,0.49,29,0,0.64,1,107,13649.09,9,Rented,7,Two-Wheeler,1,2,0,1
353d6102,Saksham Sarna,4970849288,West Bengal,Sirsa,Construction Worker,4,Proprietorship,26080.93,Stable,57,2178.05,17,0.76,1.17,100.0,10,199,11708.3,0.67,0,30,0.4,44,0,0.38,6,64,15640.66,4,Own House,3,Two-Wheeler,1,2,0,1
5a1cd349,Sathvik Ratta,02150025760,West Bengal,Allahabad,Small Trader,7,Proprietorship,29159.9,Seasonal,45,1710.86,13,0.79,1.18,88.02,8,199,10068.84,0.71,0,0,0.61,43,0,0.79,4,133,12163.62,7,Rented,6,None,0,0,0,1
27446a3e,Pallavi Murthy,+916078955958,Uttar Pradesh,Barasat,Small Trader,3,Partnership,21770.24,Stable,25,2715.22,7,0.92,1.27,86.87,8,699,4219.91,0.84,1,100,0.39,29,1,0.54,3,45,11064.89,3,Family,6,Two-Wheeler,1,3,0,1
1ba44b29,Vinaya Tripathi,+911109055362,Uttar Pradesh,Bellary,Artisan,5,Individual,36848.33,Stable,22,848.18,6,0.97,0.97,95.09,9,499,8468.46,0.9,2,50,0.64,38,0,0.56,13,50,26844.12,5,Rented,4,None,0,0,1,1
4943fb64,Veda Karnik,06656830613,Maharashtra,Siwan,Food Stall Owner,2,Individual,20113.38,Stable,36,2130.7,10,0.9,1.48,100.0,10,199,2504.31,0.82,0,0,0.78,29,1,-0.06,5,38,9362.61,2,Family,1,Two-Wheeler,0,0,1,1
1185a955,Vedhika Tak,08693737561,Tamil Nadu,Cuttack,Small Trader,5,Proprietorship,39131.27,Seasonal,29,2501.47,8,0.73,1.3,85.55,8,699,2463.95,0.82,2,50,0.78,36,0,0.14,12,31,29658.64,5,Family,10,None,0,0,1,1
22434f01,Krisha Sarraf,+915585112404,Tamil Nadu,Sasaram,Artisan,5,Proprietorship,26992.58,Stable,44,1256.05,13,0.67,0.99,100.0,10,299,2920.08,0.75,1,0,0.58,68,0,0.11,12,29,15316.75,5,Family,3,Two-Wheeler,0,0,1,1
153309cf,Oscar Dayal,03324263609,Uttar Pradesh,Dehradun,Food Stall Owner,2,Proprietorship,35992.0,Seasonal,50,2653.78,15,0.86,1.12,96.56,9,299,11440.55,0.92,3,0,0.46,34,0,0.74,3,19,18276.91,2,Own House,5,Two-Wheeler,0,0,2,1
523e46e9,Udant Nagi,+919168208319,Maharashtra,Agra,Construction Worker,6,Proprietorship,36235.19,Stable,56,2066.96,16,1.0,1.38,100.0,10,199,8752.2,1.0,1,50,0.62,62,0,-0.16,11,104,16776.9,6,Own House,12,None,1,4,1,1
fd498a87,Maanas Purohit,05784870495,Rajasthan,Gurgaon,Daily Wage Worker,3,Individual,49875.77,Stable,40,2468.13,12,0.98,0.8,86.57,8,699,10528.45,1.0,1,0,0.33,38,0,0.37,7,36,21516.95,3,Own House,1,None,0,0,1,1
f7cf3e97,Yashodhara Bobal,3896819638,West Bengal,Rourkela,Daily Wage Worker,1,Partnership,38232.94,Seasonal,91,1580.89,27,0.53,1.21,83.22,8,499,12756.71,0.6,0,50,0.74,33,0,-0.02,2,9,29521.44,1,Rented,6,Goods Vehicle,1,3,1,1
495fcc13,Xalak Kade,03870758097,West Bengal,Yamunanagar,Farmer,9,Proprietorship,46039.43,Stable,32,2722.14,9,1.0,0.81,93.67,9,299,1242.03,0.97,2,50,0.7,34,0,0.51,4,164,26553.85,9,Rented,12,Auto,0,0,1,1
0a6c8d33,Frederick Sant,08710821863,Maharashtra,Dindigul,Farmer,1,Partnership,17915.19,Seasonal,5,861.4,1,0.75,1.47,44.62,4,199,2997.99,0.73,3,100,0.63,16,1,0.21,0,13,12583.04,1,Family,6,None,0,0,0,0
78bfeff2,Aarna Khare,+918736513687,Tamil Nadu,Mira-Bhayandar,Domestic Worker,5,Individual,24621.35,Stable,43,2737.75,12,0.73,0.95,77.91,7,499,13904.17,0.72,1,50,0.59,46,0,0.12,12,47,16346.25,5,Rented,8,Two-Wheeler,0,0,1,1
1158d23f,Zaid Balakrishnan,+911143969684,Maharashtra,Jorhat,Daily Wage Worker,6,Partnership,43732.17,Stable,25,1204.49,7,0.76,0.89,91.44,9,199,4281.18,0.8,0,50,0.57,42,0,-0.16,13,77,21027.84,6,Family,7,None,1,2,2,1
276dc470,Baghyawati Borah,09148644128,Tamil Nadu,Phusro,Street Vendor,6,Individual,40515.25,Seasonal,32,2657.76,9,0.75,1.42,74.92,7,199,1889.82,0.73,2,30,0.76,21,0,0.36,13,74,24677.56,6,Own House,12,None,0,0,0,1
59980f45,Nilima Madan,+911246233765,Tamil Nadu,Madanapalle,Transport Worker,4,Partnership,48026.56,Irregular,27,1549.32,8,0.62,0.95,100.0,10,699,4839.01,0.69,0,50,0.64,33,0,0.27,6,29,23123.85,4,Own House,10,Two-Wheeler,0,0,1,1
22a25842,Omkaar Raghavan,+916006722853,West Bengal,Kalyan-Dombivli,Daily Wage Worker,8,Partnership,15737.02,Stable,56,591.06,16,0.76,0.85,93.42,9,699,11360.25,0.86,1,0,0.3,26,1,-0.19,19,71,10299.15,8,Rented,13,Auto,1,2,0,1
9ec6e6a1,Girish Yohannan,6638007205,Tamil Nadu,Unnao,Artisan,8,Individual,36677.3,Stable,50,1080.33,15,0.94,1.17,89.1,8,199,6737.87,0.94,0,0,0.32,53,0,0.38,5,57,24263.2,8,Rented,13,Two-Wheeler,0,0,3,1
82e57b02,Raksha Pal,+913049051833,Rajasthan,Guwahati,Small Trader,4,Proprietorship,17837.08,Stable,30,2694.28,9,0.93,1.41,94.29,9,199,3383.63,0.96,1,50,0.6,27,0,0.77,3,67,8741.88,4,Own House,13,Two-Wheeler,0,0,0,1
12d2d596,Ansh Chadha,9883992143,West Bengal,Sirsa,Tailor,6,Partnership,21663.36,Seasonal,58,1416.8,17,0.84,0.92,81.76,8,299,2699.21,0.93,2,30,0.69,37,1,0.45,15,110,16635.66,6,Own House,8,Goods Vehicle,1,2,0,1
72f187d8,Pranav Uppal,+914562292060,Rajasthan,Raiganj,Domestic Worker,8,Individual,19863.6,Stable,45,1131.03,13,0.69,1.19,95.14,9,199,5918.98,0.69,0,0,0.87,25,1,0.16,5,113,11909.2,8,Rented,9,None,1,3,0,1
e19b9352,Yashodhara Ramachandran,+913610540598,West Bengal,Jehanabad,Artisan,1,Individual,41685.64,Stable,41,2878.61,12,0.76,1.06,92.62,9,699,9110.4,0.71,0,50,0.4,34,0,0.65,1,11,31734.29,1,Rented,1,None,1,4,3,1
298686b3,Jeet Vyas,09379577693,Maharashtra,Kumbakonam,Small Trader,6,Partnership,32997.95,Stable,50,1847.98,15,0.93,1.4,82.36,8,299,11525.12,0.92,0,100,0.87,50,0,0.08,7,113,17663.55,6,Own House,11,None,1,3,1,1
1e0f552c,Chandani Dar,4535259387,Maharashtra,Raebareli,Artisan,5,Proprietorship,42137.12,Seasonal,44,1210.69,13,0.53,0.83,93.35,9,699,1760.65,0.55,0,0,0.34,49,0,0.64,0,43,29342.67,5,Family,6,Auto,1,2,0,1
69c01d06,Janaki Mann,+916278427650,Maharashtra,Phagwara,Food Stall Owner,2,Proprietorship,18912.8,Stable,21,931.88,6,0.22,0.82,85.4,8,199,2139.08,0.23,4,100,0.78,9,0,0.79,2,27,14654.74,2,Rented,3,None,0,0,0,0
f8245bbd,Vasana Comar,6864786292,West Bengal,Kishanganj,Daily Wage Worker,4,Proprietorship,21361.73,Stable,14,1145.27,4,0.81,1.37,79.0,7,299,13988.44,0.83,0,50,0.32,44,0,0.3,9,35,15438.32,4,Rented,5,Auto,0,0,1,1
4956da2e,Wriddhish Garde,9855729347,Rajasthan,Mahbubnagar,Tailor,3,Partnership,21191.39,Irregular,40,2968.34,12,1.0,1.27,65.12,6,299,13230.66,1.0,0,30,0.52,26,0,0.54,5,20,13330.6,3,Own House,7,None,1,2,2,1
b49dc3d3,Samaksh Kalita,05870448847,Uttar Pradesh,Anantapur,Tailor,2,Proprietorship,19567.66,Stable,17,2779.9,5,0.71,0.86,91.63,9,499,3558.52,0.73,0,30,0.4,15,0,0.27,0,28,12136.11,2,Family,4,Two-Wheeler,1,3,0,1
c2f087c3,Janani Tiwari,+915832607980,West Bengal,Nizamabad,Artisan,6,Individual,47650.37,Irregular,45,1319.71,13,0.92,0.86,69.22,6,699,13887.5,0.89,0,100,0.47,32,0,0.26,8,100,33358.18,6,Family,13,Auto,0,0,1,1
3b3c0aaa,Bahadurjit Dhingra,08461942632,West Bengal,Chittoor,Farmer,5,Proprietorship,38605.14,Irregular,26,2684.18,7,0.48,1.28,86.01,8,499,4184.87,0.5,0,0,0.71,26,0,0.27,5,53,25325.73,5,Own House,10,Two-Wheeler,1,4,0,1
948d9d19,Diya Kanda,+919438678931,Tamil Nadu,Etawah,Small Trader,1,Partnership,16937.24,Irregular,51,855.35,15,0.68,1.3,84.99,8,499,6703.35,0.69,1,50,0.88,37,0,0.19,1,18,10595.04,1,Rented,1,None,1,4,1,1
2b1438b9,Nachiket Bal,08663661457,Tamil Nadu,Proddatur,Farmer,2,Proprietorship,11171.33,Stable,6,992.7,1,0.53,1.38,35.74,3,299,2635.55,0.54,3,0,0.36,14,1,0.46,1,32,5077.38,2,Family,2,None,0,0,0,0
97439fef,Theodore Shenoy,08298366591,West Bengal,Shimoga,Farmer,3,Proprietorship,28571.75,Irregular,22,1217.17,6,0.9,0.99,85.77,8,499,1978.07,0.86,0,50,0.43,29,0,0.26,4,54,20146.5,3,Own House,11,Two-Wheeler,1,3,1,1
cc70f527,Laksh Ramanathan,1060942777,West Bengal,Mumbai,Food Stall Owner,3,Individual,48197.6,Irregular,47,2811.31,14,0.89,1.16,94.3,9,299,1090.09,0.99,2,0,0.54,47,1,0.63,1,16,23220.61,3,Rented,6,Two-Wheeler,0,0,1,1
3e78a967,Noah Nath,0658551137,West Bengal,Aligarh,Tailor,2,Individual,49239.29,Stable,44,896.3,13,0.46,0.83,87.91,8,699,9951.41,0.41,0,30,0.48,42,0,0.59,0,39,30067.38,2,Own House,1,None,1,1,0,1
aa40aac2,Jagvi Mannan,+919131395119,Maharashtra,Ongole,Food Stall Owner,2,Proprietorship,29407.94,Stable,38,2837.49,11,0.95,1.27,88.15,8,499,9477.07,0.86,0,50,0.89,33,0,0.58,4,13,20950.17,2,Rented,5,Two-Wheeler,1,4,0,1
b4ceb0cb,Neha Bhatt,9881884941,Uttar Pradesh,Surat,Artisan,7,Partnership,42868.42,Irregular,55,814.31,16,0.78,1.38,91.38,9,299,7554.16,0.78,0,50,0.36,37,0,0.49,5,130,31521.41,7,Rented,8,Goods Vehicle,1,3,0,1
587fdba5,Darsh Bhasin,09961251939,West Bengal,South Dumdum,Transport Worker,9,Proprietorship,29074.59,Seasonal,55,1126.45,16,1.0,0.97,76.46,7,699,13323.47,1.0,0,50,0.45,55,0,0.39,21,109,20855.76,9,Rented,11,None,0,0,1,1
5221c24a,Yashasvi Bhavsar,+914344238611,Maharashtra,Madhyamgram,Daily Wage Worker,5,Partnership,18941.32,Seasonal,28,2834.97,8,0.71,0.99,82.62,8,699,6692.91,0.78,2,0,0.67,20,0,0.37,10,95,14488.25,5,Rented,5,Goods Vehicle,0,0,0,1
70ac92eb,Tanish Vig,5360923088,Uttar Pradesh,Jammu,Daily Wage Worker,6,Proprietorship,26435.94,Stable,43,1746.83,12,0.67,0.9,98.44,9,499,6805.77,0.58,1,50,0.66,37,1,0.51,5,75,18475.27,6,Rented,14,Goods Vehicle,1,2,0,1
c53b5aa9,Zarna Thaker,+912601811169,West Bengal,Amroha,Street Vendor,5,Partnership,26363.14,Stable,22,1902.03,6,0.55,1.31,96.32,9,299,5138.43,0.55,0,30,0.63,58,0,0.51,0,30,19009.72,5,Family,7,None,0,0,1,1
5a2ef924,Pratyush Khurana,9091357804,West Bengal,Bareilly,Farmer,2,Partnership,40618.53,Stable,51,2523.82,15,0.93,1.17,84.32,8,299,6935.23,0.84,1,30,0.66,28,0,0.35,1,21,25906.12,2,Rented,7,Two-Wheeler,1,3,0,1
8a7ffadd,Yash Behl,00299203276,Uttar Pradesh,Burhanpur,Domestic Worker,5,Partnership,37191.93,Seasonal,53,1347.0,15,0.7,1.07,87.0,8,299,12113.7,0.69,0,0,0.63,11,0,0.57,1,40,22346.87,5,Rented,10,None,1,2,3,1
0e77c07d,Zehaan Verma,+917995270945,Tamil Nadu,Chinsurah,Artisan,4,Individual,18776.2,Stable,44,578.57,13,0.59,0.96,100.0,10,699,8119.99,0.61,0,30,0.4,53,0,0.73,9,58,14055.57,4,Own House,4,None,1,3,1,1
